22,"round1","Sample","Biology","If a plant had a taproot, it would also most likely have:\nW) parallel leaf venation\nX) two cotyledons in its seedling stage\nY) diffusely arranged vascular bundles in its stem\nZ) no stomata on the upper surfaces of its leaves","X)  Two Cotyledons in Its Seedling Stage"
22,"round1","Sample","Biology","Using the traditional system of classification, when organisms belong to the same class, name all of the following 4 taxonomic categories to whi ch they must also belong: order; family; phylum; kingdom","Phylum;  Kingdom"
23,"round1","Sample","Chemistry","According to standard chemical nomenclature and indicating the proper charge, what is the formula for hydrogen sulfide?","H\n^2s"
23,"round1","Sample","Chemistry","Of the following group of 4 cations, which are the LARGEST and SMALLEST ions, respectively: K +; Na+; Rb+; Li+","Largest = Rb+;  Smallest =  Li+  (Accept:  Rubidium and Lithium)"
24,"round1","Sample","Physics","Martin is swinging a yo-yo in a large room with a circular motion perpendicular to a level floor. If the yo -yo breaks away from its string at the top of the yo -yo’s circular path, in what direction will the yo-yo initially move :\nW) at an angle between horizontal and vertical\nX) straight up, toward the ceiling\nY) straight down, to the floor\nZ) horizontally, tangent to its original circular path","Z)   Horizontally, Tangent to Its Original Circular Path"
24,"round1","Sample","Physics","What is the BEST term for the tendency of any mass at rest to remain at rest?","Inertia"
25,"round1","Sample","Biology","What is the genus name of the most thoroughly studied bacterium?","Escherichia"
25,"round1","Sample","Biology","Name all of the following 3 processes that do NOT occur in E. coli: glycolysis; photosynthesis; glycogenolysis (read as: GLYKO -jen-oh-LY-sis)","Photosynthesis"
1,"round2","Sample","Chemistry","What is the scientific term for the ratio between the density of a given substance to that of water when both are at the same temperature?","Specific Gravity  (Accept:  Relative Density)"
1,"round2","Sample","Chemistry","Which of the following pure substances has the highest melting point at 1 atmosphere of pressure:\nW) magnesium oxide\nX) diamond\nY) sodium chloride\nZ) cesium chloride","X)  Diamond\n(Solution: Mgo = 2800ºc; Diamond = 3550ºc;  Nacl = 801ºc;  Cs = 645ºc)"
2,"round2","Sample","Biology","What is the MOST common anatomical synonym for ventral, when locating a part of the human body in relation to another part?","Anterior"
2,"round2","Sample","Biology","What are the names for the pyrimidine bases found in DNA?","Cytosine;  Thymine"
3,"round2","Sample","Physics","According to one of the most common color triangles, if blue and green are primary colors, what is the third primary color?","R Ed"
3,"round2","Sample","Physics","What is the most common name for the pattern of light and dark lines produced when coherent light is passed through two horizontal slits in a thin opaque sheet , causing superposition of waves projected on a wall?","Interference Pattern  (Accept:  Interference)"
4,"round2","Sample","Math","Which of the following numbers is evenly divisible by both 11 and 3:\nW) 7791\nX) 7553\nY) 5181\nZ) 8769","Y)  5181"
5,"round2","Sample","Earth Science","Which of the following is best classified as a plutonic intrusive rock:\nW) obsidian\nX) granite\nY) basalt\nZ) pumice","X)  Granite"
5,"round2","Sample","Earth Science","The principle constituent of most granites is:\nW) feldspar\nX) muscovite\nY) calcite\nZ) dolomite","W)  Feldspar"
6,"round2","Sample","General Science","The related quantities charted on a line graph are most often called:\nW) results \nX) lines\nY) sets\nZ) variables","Z)  Variables"
6,"round2","Sample","General Science","How many grams of sodium chloride is in 2,000 milliliters of 0.9% NaCl solution?","18\n(Solution: 0.9g/100 Ml × 2000 Ml = 18.0 G)"
7,"round2","Sample","Astronomy","What basic force of the universe is most responsible for holding the planets of our solar system in their orbits?","Gravity"
7,"round2","Sample","Astronomy","What are the proper names of the 5 celestial bodies called wanderers by Greek astronomers because they had unusual paths in the sky throughout the year?","Mercury;  Venus;  Mars;  Jupiter;  Saturn   (In Any Order)"
8,"round2","Sample","Chemistry","Group 1 cations and group 7 anions combine to form:\nW) metal alloys\nX) alkali halides\nY) alkaloids\nZ) organometallic compounds","X)  Alkali Halides"
8,"round2","Sample","Chemistry","Give the chemical name for the compound formed when pure iron and pure sulfur are mixed together and heated:","Iron Sulfide  (Accept:  Iron(ii) Sulfide or Ferrous Sulfide)"
9,"round2","Sample","Biology","From what chamber of the human heart does blood carried by the left pulmonary artery leave?","Right Ventricle"
9,"round2","Sample","Biology","What human gland or organ produces tri -iodothyronine (read as: \nTRY- I-OH-doh-THY-row-neen)?","Thyroid"
10,"round2","Sample","Physics","A white-colored object illuminated by a green light will appear as what color to the human eye?","Green"
10,"round2","Sample","Physics","A child learns that mixing approximately equal amounts of the paint colors orange and green produces brown. This is an example of:\nW) additive color mixing\nX) summative color generation\nY) subtractive color synthesis\nZ) neutral coloration","Y)  Subtractive Color Synthesis"
11,"round2","Sample","Math","One-fifth of 0.04% is equal to:\nW) 8 × 10–^2^\nX) 8 × 10–^3\nY) 8 × 10–^4\nZ) 8 × 10–^5","Z)  8 × 10–^5\n(Solution: (0.2)(0.0004) = 0.00008)"
11,"round2","Sample","Math","Find the prime factorization of 240:","2 × 2 × 2 × 2 × 3 × 5  (Accept:  2^4 × 3 × 5)"
12,"round2","Sample","Earth Science","When spreading centers reach above the ocean’s surface, they typically form which of the following types of volcanoes:\nW) shield \nX) composite\nY) stratovolcano\nZ) cinder cone","W)  Shield"
12,"round2","Sample","Earth Science","Mount Vesuvius in Italy is a typical:\nW) mud volcano\nX) caldera\nY) cinder cone\nZ) composite volcano","Z)  Composite Volcano"
13,"round2","Sample","General Science","From what protein is gelatin, which is used as a food additive, most commonly derived?","Collagen"
14,"round2","Sample","Astronomy","First proposed by Georges Lemaitre, what is the name, most likely coined by Fred Hoyle, for the theory that the universe originated at a finite time many eons ago from an extremely compressed hot state?","Big Bang"
14,"round2","Sample","Astronomy","In what constellation is the star Polaris found?","Ursa Minor  (Do Not Accept:  Little Dipper)"
15,"round2","Sample","Chemistry","What is the pH of a solution with a pOH of 6.8 at 25ºC?","7.2"
15,"round2","Sample","Chemistry","Which of the following substances is water soluble:\nW) ethanol \nX) dichloro-methane\nY) chloroform\nZ) benzene","W)  Ethanol"
16,"round2","Sample","Biology","Yersinia, Drosophila and Homo are all what taxonomical categor y?","Genus (Accept:  Genera)"
16,"round2","Sample","Biology","From what monosaccharide is cellulose primarily composed?","Glucose  (Accept:  β-D-Glucopyranosyl or D-Glucose)"
17,"round2","Sample","Physics","Although in many respects difficult to define, what term is MOST often described as a push or a pull that can cause an object to accelerate ?","Force"
17,"round2","Sample","Physics","What is the MOST common term for the inwardly directed force exerted on an object to keep the object moving in a circle?","Centripetal (Accept:  Centripetal Force)"
18,"round2","Sample","Math","Giving your answer in centimeters, wha t is the length of a side of a square whose diagonal measures 12 2 centimeters?","12"
18,"round2","Sample","Math","Multiply the following 4 numbers and give your answer in scientific notation: 30,000 × 3,000 × 30 × 0.1","2.7 × 10^8"
19,"round2","Sample","Earth Science","What is the oldest Eon on the Geological Time Scale within which the first organisms appeared between 550 million and 3.4 billion years ago?","Precambrian"
19,"round2","Sample","Earth Science","Homo sapiens evolved during which geological era of the \nGeological Time Scale?","Cenozoic"
20,"round2","Sample","General Science","Anthropogenic means:\nW) generated by humans\nX) created many years ago\nY) carried in primate ge nes\nZ) harmful to elderly people","W)  Generated by Humans"
20,"round2","Sample","General Science","The primary anthropogenic cause of acid rain is the emission of what 2 gases?","Sulfur Oxides;  Nitrogen Oxides  (In Any Order)  \n(Accept:  Sulfur Dioxide or So^2 and Nitrogen Dioxide or No^2)   \n(Do Not Accept:  Sulfuric Acid or Nitric Acid)"
21,"round2","Sample","Astronomy","What is the primary elemental product of stellar hydrogen fusion?","Helium"
21,"round2","Sample","Astronomy","In the equatorial celestial coordinate system, what terms are synonymous with longitude and latitude, respectively?","Longitude = Right Ascension;  Latitude = Declination"
22,"round2","Sample","Chemistry","What is the atomic numb er for the ground state element with the following electron configuration: 1s ^22s^22p^5 (read as: 1, s, 2; 2, s, 2; 2, p, 5)","9"
22,"round2","Sample","Chemistry","How many grams of KCl, with a molar mass of 75, are needed to make 1 liter of a 3 m olar solution?","225\n(Solution: 1 L × (3.0 Mol/l)(75 G/mol) = 225 G)"
23,"round2","Sample","Math","Giving your answer in standard form, what is the last term in the binomial expansion of the following: ( x + y)^6","Y^6"
23,"round2","Sample","Math","Simplify the following expression by combining like terms: 12.03A – 4.03B – 0.03(A – 40)","12a – 4.03b + 1.2"
24,"round2","Sample","Physics","What specific law of motion most directly implies that every action has an equal and opposite reaction?","Newton’s Third Law  (Accept:  Third Law)"
24,"round2","Sample","Physics","Jay walks to his car and drives to the store. The trip takes 20 minutes. Jay figures how far he traveled on foot and by car and divides the d istance by how long the trip took. Which of the following BEST describes what Jay has computed:\nW) total velocity\nX) average acceleration\nY) average speed \nZ) instantaneous velocity","Y)  Average Speed"
25,"round2","Sample","Biology","The sinoatrial (read as: sine -oh-AYE-tree-al) node is located in what human organ?","Heart"
25,"round2","Sample","Biology","In what chamber of the human heart is the sinoatrial (read as: sine -oh-AYE-tree-al) node located?","Right Atrium"
1,"round3","Sample","Physics","What is the MOST common term for the type of energy that is most directly related to the energy of atoms, molecules and other small particles that are in random motion within a system?","Thermal"
1,"round3","Sample","Physics","In electrochemical cells, what is the most common term for the electrode that acts as the negative electrode?","Cathode"
2,"round3","Sample","Chemistry","If the electronegativity difference in the bonding atoms is large, what general type of bond is formed?","Ionic"
2,"round3","Sample","Chemistry","Which of the following molecules has a double covalent bond:\nW) hydrogen \nX) oxygen\nY) nitrogen\nZ) methane","X)  Oxygen"
3,"round3","Sample","Biology","Which of the following BEST describes the function of the golgi (read as: GOAL-gee) complex:\nW) metabolism of carbohydrates\nX) production of peroxides \nY) modification and packaging of proteins for exocytosis \nZ) storage of lipids","Y)  Modification and Packaging of Proteins for Exocytosis"
3,"round3","Sample","Biology","Most corticosteroids are synthesized in what specific part of the human body?","Adrenal Cortex  (Accept:  Adrenal Glands)"
4,"round3","Sample","Math","Simplify the following, giving your answer in proper scientific notation: (6.0 × 10^12)(2.0 × 10^10)^2","2.4 × 10 ^33"
4,"round3","Sample","Math","Factor the following expression completely: 81 x^2 + 180xy + 100y^2^","(9x + 10y)^2^"
5,"round3","Sample","Earth Science","In the oceans, waves and surf currents are generated by:\nW) wind\nX) El-Nino\nY) salinity and temperature gradients\nZ) the Intertropical Convergence Zone","W)  Wind"
5,"round3","Sample","Earth Science","What is the name for the common ocean waves that are not driven by the wind but sustained by the energy they obtained by the sea?","Swell(s)"
6,"round3","Sample","General Science","A hexadecimal number is a numeral system with a radix o r a base of what?","16"
6,"round3","Sample","General Science","Convert a pressure of 1.2 atmospheres into millimeters mercury:","912\n(Solution: 1.2 Atm × 760 Mmhg/1 Atm = 912 Mmhg)"
7,"round3","Sample","Astronomy","The temperatu re of a star can be estimated most directly from its:\nW) distance \nX) elemental makeup\nY) color\nZ) density","Y)  Color"
7,"round3","Sample","Astronomy","The local group is generally referred to as a collection of what celestial objects?","Galaxies"
8,"round3","Sample","Physics","What is the SI unit of electric charge?","Coulomb"
8,"round3","Sample","Physics","Giving your answer in kilometers per hour per second, what is the average acceleration of a truck traveling on a straight road from 10 kilometers per hour to 50 kilometers per hour in 1 minute and 20 seconds:","0.5\n(Solution: 40/80 =  0.5 Km/hr/sec)"
9,"round3","Sample","Chemistry","What is the name for the most malleable and ductile metal which ca n be dissolved in aqua regia but is unaffected by air and most other reagents?","Gold"
9,"round3","Sample","Chemistry","What is the molecular formula for the conjugate acid of the following \nBrønsted-Lowry base: SO^4^2–^","Hso^4–^"
10,"round3","Sample","Biology","What is the MOST common term for the division of a somatic cell into 2 nucleated cells following of mitosis?","Cytokinesis"
10,"round3","Sample","Biology","What is the anticodon on a tRNA for AAA (read as: A , A, A)?","Uuu"
11,"round3","Sample","Math","Giving your answer as a proper fraction, what is the cube root of 125343 ?","75"
12,"round3","Sample","Earth Science","Which of the following cloud types is classified as a low cloud:\nW) altostratus \nX) cirrostratus\nY) cumulonimbus\nZ) nimbostratus","Z)  Nimbostratus"
12,"round3","Sample","Earth Science","Panning is a simple mining technique that is used for extracting gold deposited in:\nW) banded gold formations \nX) evaporite deposits\nY) placer deposits\nZ) lode deposits","Y)  Placer Deposits"
13,"round3","Sample","General Science","The lush forest of the Pacific northwest is classified as what type of rain forest?","Temperate  (Accept:  Temperate Rain Forest)"
13,"round3","Sample","General Science","The reaction of lead oxide in the presence of what acid is fundamental to the operation of the lead -acid rechargeable battery found in most cars?","Sulfuric Acid  (Accept:  Sulfuric or H^2so^4)"
14,"round3","Sample","Astronomy","The stars Merak and Dubhe in the bowl of the big dipper are most commonly used to locate what star?","Polaris  (Accept:  Pole Star;  North Star;  Alpha Ursa Minoris)"
14,"round3","Sample","Astronomy","The main asteroid belt is located immediately between what two planets?","Mars and Jupiter  (In Any Order)"
15,"round3","Sample","Physics","What is the most common term used to describe the velocity of an object at any one discrete moment along its path?","Inst Antaneous Velocity"
15,"round3","Sample","Physics","What lepton was the first to be discovered?","Electron"
16,"round3","Sample","Chemistry","A beaker of concentrated aqueous ammonia is placed next to a beaker of concentrated aqueous h ydrochloric acid at room temperature. After a short while, a white cloud forms between the beakers. This is a demonstration of:\nW) effusion \nX) diffusion\nY) efflorescence \nZ) effervescence","X)  Diffusion"
16,"round3","Sample","Chemistry","In addition to the “sniff test”, which of the following is a standard laboratory test for a sulfide , such as hydrogen sulfide gas:\nW) the gas passed over a filter paper soaked in colorless lead nitrate turns the paper brown\nX) when inserted into a flame, a glowing wooden splint bursts into flames\nY) a flame test gives off a deep purple color\nZ) paper chromatography","W)  the Gas Passed Over a Filter Paper Soaked in Colorless Lead \nNitrate Turns the Paper Brown\n(Solution: H\n^2s\n^(G) + Pb(no\n^3)\n^2(^aq) ) 2hno\n^3 + Pbs\n^(S))"
17,"round3","Sample","Biology","Which of the following would BEST describe the quaternary structure of collagen:\nW) fibrous\nX) globular\nY) planar\nZ) transport","W)  Fibrous"
17,"round3","Sample","Biology","Which of the following BEST describes what the term virulence means:\nW) the specificity of a virus to cause disease in a certain host\nX) the ability of a microbe to cause cellular damage\nY) any transmissible disease caused by a microbe \nZ) the degree to which a microbe causes disease or harm to its host","Z)  the Degree to Which a Microbe Causes Disease or Harm to Its \nHost"
18,"round3","Sample","Math","If triangle ABD is congruent with triangle EFG, which of the following \nMUST be true:\nW) side AB is congruent to side EF\nX) side AD is congruent to side FG\nY) measure of angle B = measure of angle G\nZ) measure of angle A = measure of angle G","W)  Side Ab Is Congruent to Side Ef"
18,"round3","Sample","Math","Simplify the following rational expression by combining like terms ,assuming x is not equal to 4: ((4xx^2−−16x^2)\n)","− X+\nX 4\n(Accept:   X\n−+\nX4\nor  −(X\nX+ 4)\nor  − X\nX− 4\n)"
19,"round3","Sample","Earth Science","Which of the following best describes the luster of quartz:\nW) dull\nX) silky\nY) metallic\nZ) vitreous","Z)  Vitreous"
19,"round3","Sample","Earth Science","Which of the following is LEAST accurate regarding earthquakes:\nW) scientists agree that mega -quakes of magnitude 10 are very likely in the near future\nX) the world’s greatest earthquake zone is the circum -Pacific seismic belt\nY) Alaska has the greatest number of earthquakes in the U.S.\nZ) deep earthquak es are much less likely to be followed by aftershocks than shallow earthquakes","W)  Scientists Agree That Mega-Quakes of Magnitude 10 Are Likely \nin the Near Future"
20,"round3","Sample","General Science","Identify the following 3 fabrics as derived from animals or plants, respectively: jute; linen; wool","Jute = Plants;  Linen = Plants;  Wool = Animals"
20,"round3","Sample","General Science","Rounded to the nearest whole degree, what is the obliquity of the ecliptic?","23  (Accept:  24)"
21,"round3","Sample","Astronomy","What is the proper name for the closest spiral galaxy to the Milky \nWay?","Andromeda"
21,"round3","Sample","Astronomy","What is the common name for the 88 sections into which the \nInternational Astronomical Society has divided the sky?","Constellations"
22,"round3","Sample","Physics","In one cycle of alternating current, 180º is given to the point at what fractional amount of the way through the cycle?","½"
22,"round3","Sample","Physics","If the speed of sound in a certain medium is 360 meters per second, what is the wavelength, in meters, of a sound -wave that has a frequency of 60 hertz?","6\n(Solution:  Wavelength = Speed/f;  = 360/60 = 6 Meters)"
23,"round3","Sample","Chemistry","Which of the following is a gas that is tested for by ignition in air on contact with a lighted splint to produce a high -pitched “popping” sound:\nW) oxygen\nX) hydrogen\nY) helium\nZ) nitrogen monoxide","X)  Hydrogen"
23,"round3","Sample","Chemistry","The Lewis dot structure for the N ^+2 ion would show how many dots?","3"
24,"round3","Sample","Biology","What is the scientific term given to the shape of the E. coli bacterium?","Bacillus   (Accept:  Rod or Bacilli or Bacilliform)"
24,"round3","Sample","Biology","Name all of the following 4 plants that produce seeds with a fleshy covering that are eaten by animals and dispersed in their droppings: apple; orchid; cherry; sphagnum moss","Apple;  Cherry"
25,"round3","Sample","Chemistry","Which of the following is NOT an endothermic process:\nW) sublimation\nX) melting\nY) vaporization\nZ) condensation","Z)  Condensation"
25,"round3","Sample","Chemistry","What is the molarity of a sodium hydroxide solution made by dissolving 4 grams NaOH in 250 milliliters of water?","0.4\n(Solution: 4.0 G (1 Mole / 40 G) = 0.1;  0.1 moles/0.250 L = 0.4 M or Moles/l)"
1,"round4","Sample","Biology","Which of the following is TRUE:\nW) chimpanzees are an ancestor of Homo sapiens\nX) bipedal motion dominated hominoid ancestors by about 30 million years ago\nY) humans and modern apes have a common ancestor\nZ) Neanderthals were ancestors to modern humans","Y)  Humans and Modern Apes Have a Common Ancestor"
1,"round4","Sample","Biology","Order the following 5 taxonomic group with the MOST members to the one with the FEWEST members: genus; order; phylum; class; family","Phylum;  Class;  Order;  Family;  Genus"
2,"round4","Sample","Chemistry","Which of the following is an element that is very important to human life, is contained in vitamin B -12, belongs to a group of transiti on metals, and has magnetic properties like iron:\nW) selenium\nX) cobalt\nY) zinc\nZ) manganese","X)  Cobalt"
2,"round4","Sample","Chemistry","What is the pH of a 1 molar NaOH solution at 25ºC?","14"
3,"round4","Sample","Physics","Which of the following is the most common instrument used for measuring gas pressure:\nW) manometer\nX) anemometer\nY) tensitometer\nZ) flow-meter","W)  Manometer"
3,"round4","Sample","Physics","Which of the following is TRUE of a sound wave traveling in dry air at STP at a constant velocity:\nW) if frequency increases, wavelength increases\nX) if frequency increases, wavelength decreases\nY) if frequency decreases, wavelength decreases\nZ) if frequency increases, wavelength stays the sa me","X)  if Frequency Increases, Wavelength Decreases"
4,"round4","Sample","Math","If the shortest leg of a 30-60-90 right triangle is 6 inches, what is the measure, in inches, of the other 2 sides?","12 and 6 3"
4,"round4","Sample","Math","Consider triangle ABC, where the measure of angle A = 20º, B =117º, and \nC = 43º. Arrange the 3 sides in order of increasing length:","Bc;  Ab;  Ac\n(Solution: The Longer Side Is Opposite the Greater Angle)"
5,"round4","Sample","Earth Science","Ocean tides of diminished range are called:\nW) spring tides\nX) neap tides\nY) diurnal tides\nZ) semi-diurnal tides","X)  Neap Tides"
5,"round4","Sample","Earth Science","Which of the following was a tim e when glaciation was minimal on Earth:\nW) Cretaceous Period\nX) Quaternary Period \nY) Holocene Epoch\nZ) Pleistocene Epoch","W)  Cretaceous Period"
6,"round4","Sample","General Science","1 bar equals how many Pascals?","100,000  (Accept:  1 × 10^5 or 10^5)"
6,"round4","Sample","General Science","Meteorologists commonly use the hectopascal for air pressure. 1,000 hectopascals equals how many millibars?","1,000\n(Solution: 1 Hpa = 1 Mb)"
7,"round4","Sample","Astronomy","What planet of our solar system has the most nitrogen -rich atmosphere?","Earth"
7,"round4","Sample","Astronomy","Most of the galaxies in the universe are classified as which of the following:\nW) spiral\nX) elliptical\nY) irregular\nZ) dwarf","Z)  Dwarf"
8,"round4","Sample","Biology","What is the common name for the product of human lachrymal (read as: LACK-reh-mal) glands?","Tears"
8,"round4","Sample","Biology","Name all of the following 4 plants that have t heir seeds typically dispersed by wind: dandelion; milkweed; maize; lupine","Dandelion;  Milkweed"
9,"round4","Sample","Chemistry","Which of the following is a weak electrolyte:\nW) ammonia\nX) dilute sulfuric acid\nY) 1 molar sodium chloride\nZ) dilute perchloric acid","W)  Ammonia"
9,"round4","Sample","Chemistry","A molecular solid will most typically have which of the following melting points:\nW) very high\nX) high to very high\nY) low\nZ) variable","Y)  Low"
10,"round4","Sample","Physics","What particle of an atom is most directly responsible for the emission of light when an atom is excited by electromagnetic radiation?","Electron"
10,"round4","Sample","Physics","What is the wavelength, in meters, of a wave moving at 500 meters per second if its frequency is 20 Hertz?","25\n(Solution:  λ = Wave Speed/f;  500/20 = 25 M)"
11,"round4","Sample","Math","Simplify the following expression: x^2^1x^5^2","X^10^9\n(Accept:  ^10 X^9 )"
11,"round4","Sample","Math","What is the slope of a line perpendicular to the line given by the graph of the equation, –5x = –6y + 4","–\n56"
12,"round4","Sample","Earth Science","When rain freezes into pellets while falling to the ground during a winter storm, the most accurate forecast would have predicted:\nW) hail\nX) snow\nY) freezing rain\nZ) sleet","Z)  Sleet"
12,"round4","Sample","Earth Science","Identify each of the following 3 rocks, respectively, asigneous, metamorphic, or sedimentary: marble; pumice; conglomerate","Marble = Metamorphic;  Pumice = Igneous;  Conglomerate = \nSedimentary"
13,"round4","Sample","General Science","Bioluminescence is a phenomenon most common inwhich of the following environments:\nW) marine\nX) fresh water\nY) land\nZ) atmosphere","W)  Marine"
13,"round4","Sample","General Science","Which of the following is a mixing incompatibility ofcommon household products that can produce toxic products:\nW) vinegar and baking soda\nX) vinegar and bleach \nY) vinegar and borax \nZ) castile soap and salt","X)  Vinegar and Bleach\n(Solution: Small Amounts of Vinegar Can Be Added to Bleach  to Acidify the Bleach, but It’s Generally \nNot a Good Idea to Mix These Two Solutions)"
14,"round4","Sample","Astronomy","Which of the following is the primary characteristic of the \nJovian planets:\nW) high axial spin rates\nX) low mean density\nY) retrograde orbits\nZ) prominent layer of liquid -metallic hydrogen","X)  Low Mean Density"
14,"round4","Sample","Astronomy","Which one of the Gas Giant planets emits the LEAST amount of energy?","Uranus"
15,"round4","Sample","Biology","Eggs exit a chicken’s body through what specific structure:\nW) rectal plexus\nX) cloaca (read as: KLO-aye-ka)\nY) rostrum\nZ) spiculum","X)  Cloaca"
15,"round4","Sample","Biology","In which of the following areas of the human body is the zygomatic (read as: ZYE -go-MAT-ick) arch found:\nW) shoulder\nX) pelvis\nY) head\nZ) knee","Y)  Head"
16,"round4","Sample","Chemistry","What is the bond order between the 2 carbon atoms in acetylene?","3"
